"Latest: Time (s)","Latest: Position (m)","Latest: Velocity (m/s)","Latest: Acceleration (m/s²)"
0.05,-0.0548652730109,-0.156712888889,-0.670958814815
0.1,-0.0614508730109,-0.189488444444,-0.644001555556
0.15,-0.0721524730109,-0.227660533333,-0.493310222222
0.2,-0.0847748730109,-0.252752888889,-0.0819304197531
0.25,-0.0987692730109,-0.247722222222,0.590569777778
0.3,-0.111666073011,-0.194671555556,1.28429362963
0.35,-0.119623673011,-0.108083111111,1.74100024691
0.4,-0.122916473011,-0.00792711111111,1.89623950617
0.45,-0.120446873011,0.0928386666667,1.7593782716
0.5,-0.113038073011,0.178664888889,1.35065777778
0.55,-0.101513273011,0.237203555556,0.711068641975
0.6,-0.0877932730109,0.257021333333,-0.0911279012346
0.65,-0.0737988730109,0.228971555556,-0.902894567901
0.7,-0.0630972730109,0.158389777778,-1.5271545679
0.75,-0.0570604730109,0.0637217777778,-1.85956814815
0.8,-0.0565116730109,-0.038416,-1.90470864198
0.85,-0.0609020730109,-0.138114666667,-1.65114271605
0.9,-0.0710548730109,-0.217690666667,-1.07151506173
0.95,-0.0845004730109,-0.254734666667,-0.277957037037
1,-0.0984948730109,-0.244825777778,0.514330617284
1.05,-0.110568473011,-0.196196,1.16247358025
1.1,-0.119074873011,-0.120278666667,1.61752024691
1.15,-0.122916473011,-0.0314035555556,1.92876098765
1.2,-0.123739673011,0.0838444444444,1.94171876543
1.25,-0.114135673011,0.187659111111,1.43907555556
1.3,-0.102336473011,0.238270666667,0.680918518519
1.35,-0.0888908730109,0.251685777778,-0.0529320987654
1.4,-0.0759940730109,0.230953333333,-0.742827901235
1.45,-0.0644692730109,0.176683111111,-1.37547234568
1.5,-0.0567860730109,0.0873506666667,-1.83941160494
1.55,-0.0548652730109,-0.0216471111111,-1.96882
1.6,-0.0592556730109,-0.125156888889,-1.72668740741
1.65,-0.0683108730109,-0.205952444444,-1.18957481481
1.7,-0.0812076730109,-0.252448,-0.448440740741
1.75,-0.0954764730109,-0.253210222222,0.357228148148
1.8,-0.108098873011,-0.213574666667,1.09065530864
1.85,-0.118251673011,-0.138267111111,1.65986592593
1.9,-0.123190873011,-0.0350622222222,1.92435703704
1.95,-0.121818873011,0.0705817777778,1.81231037037
2,-0.115233273011,0.157322666667,1.41790271605
2.05,-0.105080473011,0.218300444444,0.851825679012
2.1,-0.0921836730109,0.247417333333,0.16294617284
2.15,-0.0787380730109,0.237051111111,-0.578018518519
2.2,-0.0669388730109,0.187964,-1.26554296296
2.25,-0.0584324730109,0.103204888889,-1.7646291358
2.3,-0.0556884730109,-0.002744,-1.93180987654
2.35,-0.0589812730109,-0.104576888889,-1.74896123457
2.4,-0.0669388730109,-0.187659111111,-1.29637061728
2.45,-0.0787380730109,-0.243301333333,-0.617484691358
2.5,-0.0930068730109,-0.256411555556,0.21138962963
2.55,-0.106452473011,-0.220739555556,1.00587925926
2.6,-0.116605273011,-0.146956444444,1.59592395062
2.65,-0.122093273011,-0.0492395555556,1.89471506173
2.7,-0.121818873011,0.0556422222222,1.8685454321
2.75,-0.116056473011,0.149700444444,1.53672469136
2.8,-0.105903673011,0.219367555556,0.950575802469
2.85,-0.0927324730109,0.253210222222,0.175903950617
2.9,-0.0784636730109,0.238270666667,-0.625699753086
2.95,-0.0672132730109,0.182323555556,-1.25715851852
3,-0.0595300730109,0.104272,-1.68341012346
3.05,-0.0559628730109,0.00670755555556,-1.89403753086
3.1,-0.0584324730109,-0.0980217777778,-1.78766518519
3.15,-0.0663900730109,-0.187506666667,-1.32669012346
3.2,-0.0787380730109,-0.240862222222,-0.619093827161
3.25,-0.0921836730109,-0.252143111111,0.169298024691
3.3,-0.105629273011,-0.221654222222,0.909839259259
3.35,-0.115782073011,-0.155036,1.49929111111
3.4,-0.122093273011,-0.0635693333333,1.86930765432
3.45,-0.122916473011,0.0443613333333,1.92494987654
3.5,-0.117428473011,0.145584444444,1.59668617284
3.55,-0.107001273011,0.216318666667,0.976830123457
3.6,-0.0941044730109,0.246807555556,0.243741728395
3.65,-0.0809332730109,0.240252444444,-0.491294567901
3.7,-0.0685852730109,0.196043555556,-1.16687753086
3.75,-0.0598044730109,0.116315111111,-1.65927308642
3.8,-0.0562372730109,0.0181408888889,-1.86397209877
3.85,-0.0578836730109,-0.0826248888889,-1.75861604938
3.9,-0.0650180730109,-0.170128,-1.35387604938
3.95,-0.0762684730109,-0.225922666667,-0.744775802469
4,-0.0888908730109,-0.248332,-0.0283716049383
4.05,-0.102610873011,-0.231563111111,0.739440246914
4.1,-0.113861273011,-0.171804888889,1.42332296296
4.15,-0.121270073011,-0.0778991111111,1.84051259259
4.2,-0.122093273011,0.0280497777778,1.88929481481
4.25,-0.117977273011,0.123937333333,1.61286222222
4.3,-0.108922073011,0.199397333333,1.07871382716
4.35,-0.0965740730109,0.239032888889,0.368238024691
4.4,-0.0834028730109,0.238423111111,-0.393645432099
4.45,-0.0710548730109,0.196805777778,-1.07939135802
4.5,-0.0622740730109,0.121040888889,-1.54587135802
4.55,-0.0584324730109,0.0304888888889,-1.73693506173
4.6,-0.0592556730109,-0.0614351111111,-1.69052419753
4.65,-0.0647436730109,-0.147108888889,-1.41239777778
4.7,-0.0746220730109,-0.214032,-0.873252592593
4.75,-0.0877932730109,-0.242539111111,-0.153714814815
4.8,-0.100690073011,-0.228819111111,0.576917530864
4.85,-0.111940473011,-0.180341777778,1.2168454321
4.9,-0.119623673011,-0.105339111111,1.75692222222
4.95,-0.124288473011,0.005488,2.02378469136
5,-0.119349273011,0.120888444444,1.77911135802
5.05,-0.110294073011,0.198330222222,1.17814148148
5.1,-0.0982204730109,0.241929333333,0.453352839506
5.15,-0.0845004730109,0.244673333333,-0.302009382716
5.2,-0.0721524730109,0.208391555556,-0.979032098765
5.25,-0.0625484730109,0.141925777778,-1.52308938272
5.3,-0.0567860730109,0.0483248888889,-1.85287753086
5.35,-0.0570604730109,-0.0583862222222,-1.83373728395
5.4,-0.0633716730109,-0.149852888889,-1.46947975309
5.45,-0.0732500730109,-0.212964888889,-0.896203950617
5.5,-0.0858724730109,-0.244063555556,-0.200549135802
5.55,-0.0993180730109,-0.234764444444,0.533979012346
5.6,-0.110842873011,-0.187811555556,1.19643481481
5.65,-0.119349273011,-0.109302666667,1.69755358025
5.7,-0.122916473011,-0.00594533333333,1.90403111111
5.75,-0.119898073011,0.0971071111111,1.74286345679
5.8,-0.112214873011,0.179122222222,1.30348469136
5.85,-0.100964473011,0.234002222222,0.676345185185
5.9,-0.0875188730109,0.25382,-0.105186666667
5.95,-0.0735244730109,0.225617777778,-0.914836049383
6,-0.0630972730109,0.153664,-1.52825555556
6.05,-0.0573348730109,0.0596057777778,-1.83297506173
6.1,-0.0567860730109,-0.0429893333333,-1.81324197531
6.15,-0.0622740730109,-0.132321777778,-1.52054864198
6.2,-0.0707804730109,-0.201836444444,-1.03281111111
6.25,-0.0834028730109,-0.244368444444,-0.342661234568
6.3,-0.0971228730109,-0.241776888889,0.459704691358
6.35,-0.109470873011,-0.194671555556,1.17704049383
6.4,-0.117977273011,-0.113266222222,1.65029580247
6.45,-0.121270073011,-0.017836,1.83314444444
6.5,-0.119898073011,0.0806431111111,1.73829012346
6.55,-0.112763673011,0.167384,1.35751777778
6.6,-0.102062073011,0.226532444444,0.730293580247
6.65,-0.0886164730109,0.247874666667,-0.0631797530864
6.7,-0.0751708730109,0.220129777778,-0.850047160494
6.75,-0.0650180730109,0.153816444444,-1.4373817284
6.8,-0.0589812730109,0.0652462222222,-1.75632938272
6.85,-0.0581580730109,-0.0323182222222,-1.79715061728
6.9,-0.0622740730109,-0.126224,-1.54290716049
6.95,-0.0716036730109,-0.199244888889,-0.999103950617
7,-0.0839516730109,-0.232325333333,-0.300908395062
7.05,-0.0962996730109,-0.228361777778,0.396694320988
7.1,-0.108098873011,-0.190098222222,1.02891530864
7.15,-0.116605273011,-0.120278666667,1.52080271605
7.2,-0.120995673011,-0.0291168888889,1.78563259259
7.25,-0.119898073011,0.0704293333333,1.74972345679
7.3,-0.113586873011,0.159914222222,1.38284049383
7.35,-0.102610873011,0.219367555556,0.762137530864
7.4,-0.0899884730109,0.239185333333,0.0456486419753
7.45,-0.0773660730109,0.223483555556,-0.666351604938
7.5,-0.0661156730109,0.170128,-1.29908074074
7.55,-0.0589812730109,0.0849115555556,-1.71711728395
7.6,-0.0570604730109,-0.0146346666667,-1.82501407407
7.65,-0.0606276730109,-0.110369777778,-1.61836716049
7.7,-0.0688596730109,-0.187201777778,-1.14384148148
7.75,-0.0806588730109,-0.232020444444,-0.485196790123
7.8,-0.0935556730109,-0.239032888889,0.254920987654
7.85,-0.106178073011,-0.205952444444,0.967937530864
7.9,-0.115782073011,-0.134760888889,1.50013802469
7.95,-0.120446873011,-0.0434466666667,1.74303283951
8,-0.120172473011,0.0509164444444,1.70399012346
8.05,-0.114958873011,0.135828,1.42671061728
8.1,-0.105903673011,0.201988888889,0.93465382716
8.15,-0.0935556730109,0.237508444444,0.254582222222
8.2,-0.0803844730109,0.230800888889,-0.500187160494
8.25,-0.0688596730109,0.184152888889,-1.17551604938
