"Latest: Time (s)","Latest: Position (m)","Latest: Velocity (m/s)","Latest: Acceleration (m/s²)"
0.05,-0.0138726615242,-0.173481777778,0.990584
0.1,-0.0237510615242,-0.132474222222,1.18822822222
0.15,-0.0306110615242,-0.0636608,1.38134992593
0.2,-0.0308854615242,0.0195128888889,1.32562301235
0.25,-0.0270438615242,0.0788137777778,1.03330232099
0.3,-0.0229278615242,0.127900888889,0.566551308642
0.35,-0.0133238615242,0.149243111111,-0.17708962963
0.4,-0.00536626152422,0.113266222222,-0.952862469136
0.45,-0.000427061524225,0.0410075555556,-1.42908197531
0.5,-0.000152661524225,-0.0541177777778,-1.36945925926
0.55,-0.00756146152422,-0.116162666667,-0.840477037037
0.6,-0.0133238615242,-0.141773333333,-0.156424938272
0.65,-0.0226534615242,-0.136132888889,0.614097037037
0.7,-0.0292390615242,-0.0792711111111,1.28493728395
0.75,-0.0325318615242,0.0146346666667,1.4670237037
0.8,-0.0270438615242,0.0963448888889,1.0437362963
0.85,-0.0201838615242,0.125461777778,0.394068888889
0.9,-0.0141470615242,0.133541333333,-0.270080740741
0.95,-0.00564066152422,0.106711111111,-1.01316271605
1,-0.000152661524225,0.0190555555556,-1.43221555556
1.05,-0.00371986152422,-0.0708866666667,-1.17907308642
1.1,-0.0103054615242,-0.107930666667,-0.653139753086
1.15,-0.0146958615242,-0.129730222222,-0.136268395062
1.2,-0.0232022615242,-0.136590222222,0.629764938272
1.25,-0.0319830615242,-0.0724111111111,1.40799382716
1.3,-0.0328062615242,0.0362817777778,1.53960419753
1.35,-0.0264950615242,0.114180888889,0.98784
1.4,-0.0188118615242,0.138876888889,0.246282469136
1.45,-0.0119518615242,0.135828,-0.477659259259
1.5,-0.00371986152422,0.0934484444444,-1.16450617284
1.55,-0.000152661524225,0.00457333333333,-1.48404666667
1.6,-0.00317106152422,-0.0858262222222,-1.17162024691
1.65,-0.0114030615242,-0.126528888889,-0.513314320988
1.7,-0.0171654615242,-0.131864444444,0.128815555556
1.75,-0.0248486615242,-0.117229777778,0.805668888889
1.8,-0.0314342615242,-0.050764,1.37072962963
1.85,-0.0317086615242,0.0475626666667,1.35379135802
1.9,-0.0248486615242,0.112199111111,0.764170123457
1.95,-0.0179886615242,0.125461777778,0.0662286419753
2,-0.0114030615242,0.110217333333,-0.504675802469
2.05,-0.00646386152422,0.0742404444444,-0.996901975309
2.1,-0.00234786152422,0.00625022222222,-1.30788864198
2.15,-0.00454306152422,-0.0820151111111,-1.09260320988
2.2,-0.0130494615242,-0.124089777778,-0.431502469136
2.25,-0.0190862615242,-0.119516444444,0.20622345679
2.3,-0.0248486615242,-0.102137777778,0.804821975309
2.35,-0.0314342615242,-0.039788,1.31212320988
2.4,-0.0306110615242,0.0532031111111,1.29984296296
2.45,-0.0245742615242,0.117229777778,0.734358765432
2.5,-0.0163422615242,0.129425333333,0.0468343209877
2.55,-0.0105798615242,0.112351555556,-0.50806345679
2.6,-0.00481746152422,0.0772893333333,-0.999527407407
2.65,-0.00179906152422,0.0161591111111,-1.43357061728
2.7,-0.000427061524225,-0.0888751111111,-1.35379135802
2.75,-0.0122262615242,-0.161286222222,-0.472831851852
2.8,-0.0218302615242,-0.134608444444,0.450303950617
2.85,-0.0256718615242,-0.0917715555556,0.953031851852
2.9,-0.0308854615242,-0.038416,1.31254666667
2.95,-0.0317086615242,0.0496968888889,1.35345259259
3,-0.0256718615242,0.127900888889,0.781955308642
3.05,-0.0155190615242,0.140553777778,-0.0701244444444
3.1,-0.00975666152422,0.107778222222,-0.71513382716
3.15,-0.00454306152422,0.0594533333333,-1.12232987654
3.2,-0.00262226152422,-0.0128053333333,-1.26867654321
3.25,-0.00564066152422,-0.0855213333333,-1.00215283951
3.3,-0.0125006615242,-0.128815555556,-0.388987407407
3.35,-0.0204582615242,-0.128510666667,0.333429876543
3.4,-0.0270438615242,-0.0881128888889,0.919494074074
3.45,-0.0297878615242,-0.0278973333333,1.27452024691
3.5,-0.0306110615242,0.0481724444444,1.33719185185
3.55,-0.0259462615242,0.133084,0.820489876543
3.6,-0.0141470615242,0.153968888889,-0.153460740741
3.65,-0.00701266152422,0.103357333333,-0.891122469136
3.7,-0.00399426152422,0.0428368888889,-1.18982888889
3.75,-0.00289666152422,-0.02058,-1.26105432099
3.8,-0.00509186152422,-0.094668,-1.00189876543
3.85,-0.0130494615242,-0.147261333333,-0.209526419753
3.9,-0.0232022615242,-0.126528888889,0.75976617284
3.95,-0.0284158615242,-0.0518311111111,1.31771283951
4,-0.0295134615242,0.0461906666667,1.0923491358
4.05,-0.0190862615242,0.0655511111111,0.613334814815
