"Latest: Time (s)","Latest: Position (m)","Latest: Velocity (m/s)","Latest: Acceleration (m/s²)"
0.05,-0.0728142073476,0.236288888889,-1.33451560494
0.1,-0.0593686073476,0.181942444444,-1.67206995062
0.15,-0.0503134073476,0.0892714666667,-2.0892257037
0.2,-0.0486670073476,-0.0346048888889,-2.34670437037
0.25,-0.0538806073476,-0.165707111111,-2.18506244444
0.3,-0.0665030073476,-0.268454666667,-1.6220597037
0.35,-0.0815950073476,-0.341780444444,-0.713524691358
0.4,-0.103272607348,-0.353366222222,0.471307407407
0.45,-0.120285407348,-0.289492,1.55256197531
0.5,-0.133731007348,-0.183390666667,2.30470592593
0.55,-0.140042207348,-0.0431417777778,2.6584617284
0.6,-0.138121407348,0.100460888889,2.56284518519
0.65,-0.129340607348,0.228056888889,2.07383728395
0.7,-0.114248607348,0.324554222222,1.1899982716
0.75,-0.0942174073476,0.359006666667,0.0404824691358
0.8,-0.0755582073476,0.326231111111,-1.07007530864
0.85,-0.0596430073476,0.242996444444,-1.96077432099
0.9,-0.0492158073476,0.113418666667,-2.46045333333
0.95,-0.0483926073476,-0.02058,-2.5345582716
1,-0.0514110073476,-0.150767555556,-2.29174814815
1.05,-0.0637590073476,-0.266625333333,-1.65630888889
1.1,-0.0804974073476,-0.329432444444,-0.723941728395
1.15,-0.0988822073476,-0.339188888889,0.266354320988
1.2,-0.115895007348,-0.304126666667,1.27409679012
1.25,-0.131810207348,-0.210525777778,2.18859407407
1.3,-0.139219007348,-0.0673804444444,2.68640987654
1.35,-0.138670207348,0.0826248888889,2.61984246914
1.4,-0.130163807348,0.213879555556,2.07553111111
1.45,-0.115620607348,0.303974222222,1.19507975309
1.5,-0.0972358073476,0.336749777778,0.194705432099
1.55,-0.0802230073476,0.320895555556,-0.780092098765
1.6,-0.0637590073476,0.263119111111,-1.76810148148
1.65,-0.0503134073476,0.133084,-2.46587358025
1.7,-0.0497646073476,-0.0149395555556,-2.51567209877
1.75,-0.0536062073476,-0.133236444444,-2.18478296296
1.8,-0.0634846073476,-0.236898666667,-1.67384
1.85,-0.0783022073476,-0.310376888889,-0.919155308642
1.9,-0.0961382073476,-0.341475555556,0.0934992592593
1.95,-0.115346207348,-0.305956,1.19380938272
2,-0.129340607348,-0.210068444444,2.04148518519
