"Latest: Time (s)","Latest: Position (m)","Latest: Velocity (m/s)","Latest: Acceleration (m/s²)"
0.05,-0.103397168893,0.362512888889,-0.389631061728
0.1,-0.0852867688925,0.352985111111,-0.742268938272
0.15,-0.0666275688925,0.318669866667,-1.35296985185
0.2,-0.0504379688925,0.229124,-2.13262155556
0.25,-0.0416571688925,0.090552,-2.64014298765
0.3,-0.0411083688925,-0.0580813333333,-2.63130967901
0.35,-0.0482427688925,-0.189945777778,-2.18419012346
0.4,-0.0614139688925,-0.288577333333,-1.41654765432
0.45,-0.0789755688925,-0.340103555556,-0.434127901235
0.5,-0.0976347688925,-0.335987555556,0.63713308642
0.55,-0.114921968893,-0.274095111111,1.63200246914
0.6,-0.127269968893,-0.160371555556,2.32757259259
0.65,-0.131934768893,-0.0217995555556,2.56936641975
0.7,-0.129190768893,0.113571111111,2.38499333333
0.75,-0.119861168893,0.230191111111,1.84491654321
0.8,-0.104769168893,0.310529333333,1.00037432099
0.85,-0.0866587688925,0.338274222222,-0.030742962963
0.9,-0.0685483688925,0.307632888889,-1.06482444444
0.95,-0.0537307688925,0.223940888889,-1.91241555556
1,-0.0446755688925,0.103052444444,-2.43496123457
1.05,-0.0427547688925,-0.0350622222222,-2.56504716049
1.1,-0.0482427688925,-0.170585333333,-2.26413876543
1.15,-0.0608651688925,-0.278973333333,-1.54163679012
1.2,-0.0781523688925,-0.337969333333,-0.51322962963
1.25,-0.0973603688925,-0.333243555556,0.59038345679
1.3,-0.113824368893,-0.270893777778,1.52495259259
1.35,-0.125897968893,-0.169518222222,2.18486765432
1.4,-0.131934768893,-0.0399404444444,2.51634962963
1.45,-0.130288368893,0.0983266666667,2.44266814815
1.5,-0.121507568893,0.221501777778,1.95044197531
1.55,-0.106689968893,0.308395111111,1.10141111111
1.6,-0.0883051688925,0.339188888889,0.0668214814815
1.65,-0.0704691688925,0.313273333333,-0.943122962963
1.7,-0.0551027688925,0.238575555556,-1.79486395062
1.75,-0.0449499688925,0.12348,-2.3719508642
1.8,-0.0416571688925,-0.0158542222222,-2.53591333333
