"Latest: Time (s)","Latest: Position (m)","Latest: Velocity (m/s)","Latest: Acceleration (m/s²)"
0.05,-0.0833412482857,-0.413734222222,-0.684865135802
0.1,-0.102549248286,-0.450397111111,-0.517794493827
0.15,-0.126696448286,-0.485322133333,-0.0902217037037
0.2,-0.152764448286,-0.485383111111,0.789314987654
0.25,-0.178558048286,-0.414496444444,1.87432985185
0.3,-0.196668448286,-0.284766222222,2.70754883951
0.35,-0.207918848286,-0.127291111111,3.1677108642
0.4,-0.209839648286,0.0437515555556,3.2885654321
0.45,-0.203802848286,0.216013777778,3.0216182716
0.5,-0.187613248286,0.368305777778,2.25753283951
0.55,-0.164014848286,0.455961333333,1.16018691358
0.6,-0.139593248286,0.483401333333,0.0229513580247
0.65,-0.113799648286,0.457790666667,-1.10386716049
0.7,-0.0912988482857,0.370897333333,-2.13760987654
0.75,-0.0745604482857,0.233087555556,-2.8939037037
0.8,-0.0666028482857,0.0625022222222,-3.20997185185
0.85,-0.0685236482857,-0.106711111111,-3.07641358025
0.9,-0.0781276482857,-0.256564,-2.62695654321
0.95,-0.0951404482857,-0.379586666667,-1.90470864198
1,-0.117915648286,-0.457028444444,-0.933722222222
1.05,-0.142886048286,-0.480962222222,0.220875061728
1.1,-0.168679648286,-0.43904,1.43822864198
1.15,-0.189808448286,-0.327603111111,2.42962567901
1.2,-0.202979648286,-0.176835555556,2.99138345679
1.25,-0.207918848286,-0.0115857777778,3.14221876543
1.3,-0.203802848286,0.148328444444,2.9746145679
1.35,-0.192826848286,0.297266666667,2.48831679012
1.4,-0.173070048286,0.415868444444,1.58872518519
1.45,-0.148374048286,0.468919111111,0.420916049383
1.5,-0.123129248286,0.45276,-0.677446172839
1.55,-0.101451648286,0.389952888889,-1.57221037037
1.6,-0.0833412482857,0.295894666667,-2.40404888889
1.65,-0.0693468482857,0.148480888889,-3.11249209877
1.7,-0.0663284482857,-0.0410075555556,-3.27696271605
1.75,-0.0751092482857,-0.203818222222,-2.89102419753
1.8,-0.0880060482857,-0.336292444444,-2.25617777778
1.85,-0.109409248286,-0.441326666667,-1.32093111111
1.9,-0.134928448286,-0.480962222222,-0.124242222222
1.95,-0.160173248286,-0.455199111111,1.10208864198
2,-0.183222848286,-0.362512888889,2.13278246914
2.05,-0.198314848286,-0.223940888889,2.75839753086
2.1,-0.205998048286,-0.0707342222222,3.00154641975
2.15,-0.205449248286,0.0856737777778,2.97232790123
2.2,-0.197217248286,0.235526666667,2.68014271605
2.25,-0.181302048286,0.366933777778,2.05088592593
2.3,-0.159075648286,0.458705333333,1.0195145679
2.35,-0.132458848286,0.480657333333,-0.25898617284
2.4,-0.107762848286,0.427301777778,-1.43314716049
2.45,-0.0877316482857,0.321962666667,-2.28107703704
2.5,-0.0745604482857,0.186896888889,-2.82200074074
2.55,-0.0682492482857,0.0309462222222,-3.10055061728
2.6,-0.0709932482857,-0.134456,-3.06311703704
2.65,-0.0816948482857,-0.294522666667,-2.57487135802
2.7,-0.102274848286,-0.412057333333,-1.63013925926
2.75,-0.125598848286,-0.465565333333,-0.474525679012
2.8,-0.151118048286,-0.459924888889,0.696332345679
2.85,-0.174442048286,-0.387513777778,1.67765111111
2.9,-0.191180448286,-0.278820888889,2.36136444444
2.95,-0.203254048286,-0.143297777778,2.82089975309
3,-0.206272448286,0.010976,3.04202888889
3.05,-0.202705248286,0.174244,2.92007333333
3.1,-0.188436448286,0.324249333333,2.32181358025
3.15,-0.167856448286,0.421051555556,1.37123777778
3.2,-0.144258048286,0.464803111111,0.294048395062
3.25,-0.119287648286,0.453217333333,-0.842340246914
3.3,-0.0962380482857,0.3773,-1.88726222222
3.35,-0.0797740482857,0.254887111111,-2.68869654321
3.4,-0.0690724482857,0.0940582222222,-3.13374962963
3.45,-0.0698956482857,-0.0788137777778,-3.10901975309
3.5,-0.0781276482857,-0.229581333333,-2.73214320988
3.55,-0.0932196482857,-0.36358,-2.03496395062
3.6,-0.116269248286,-0.450778222222,-0.961077530864
3.65,-0.141514048286,-0.465565333333,0.242471358025
3.7,-0.165386848286,-0.417850222222,1.28934123457
3.75,-0.184869248286,-0.326078666667,2.10263234568
3.8,-0.199138048286,-0.201988888889,2.7345145679
3.85,-0.206546848286,-0.0445137777778,3.12087654321
3.9,-0.204351648286,0.128053333333,3.07666765432
3.95,-0.193101248286,0.284766222222,2.53862345679
4,-0.173893248286,0.396812888889,1.63378098765
4.05,-0.151118048286,0.451997777778,0.591060987654
4.1,-0.126970848286,0.459162666667,-0.525594567901
4.15,-0.102274848286,0.39788,-1.59423012346
4.2,-0.0855364482857,0.291473777778,-2.45367802469
4.25,-0.0712676482857,0.141773333333,-3.02153358025
4.3,-0.0701700482857,-0.032928,-3.08835506173
4.35,-0.0759324482857,-0.183390666667,-2.75331604938
4.4,-0.0891036482857,-0.316169777778,-2.16369481481
