"Latest: Time (s)","Latest: Position (m)","Latest: Velocity (m/s)","Latest: Acceleration (m/s²)"
0.05,-0.129021561758,0.0179884444444,1.45809723457
0.1,-0.130393561758,0.0837682222222,1.58583720988
0.15,-0.124905561758,0.175707466667,1.59627118519
0.2,-0.112831961758,0.265100888889,1.20194822222
0.25,-0.0963679617583,0.315712444444,0.37566545679
0.3,-0.0788063617583,0.308090222222,-0.597971802469
0.35,-0.0634399617583,0.248484444444,-1.43628074074
0.4,-0.0527383617583,0.154731111111,-2.04190864198
0.45,-0.0469759617583,0.0355195555556,-2.38753407407
0.5,-0.0483479617583,-0.0993937777778,-2.34298641975
0.55,-0.0574031617583,-0.220587111111,-1.80697481481
0.6,-0.0724951617583,-0.295132444444,-0.919155308642
0.65,-0.0892335617583,-0.314340444444,0.0511535802469
0.7,-0.105697561758,-0.286595555556,0.957097037037
0.75,-0.119691961758,-0.213574666667,1.72363851852
0.8,-0.128472761758,-0.105186666667,2.24432098765
0.85,-0.131216761758,0.0254582222222,2.39761234568
0.9,-0.126003161758,0.155340888889,2.07976567901
0.95,-0.113929561758,0.248332,1.40486024691
1,-0.0993863617583,0.298638666667,0.598344444444
1.05,-0.0829223617583,0.312663555556,-0.321827160494
1.1,-0.0659095617583,0.272265777778,-1.31669654321
1.15,-0.0530127617583,0.172719555556,-2.09983753086
1.2,-0.0472503617583,0.0402453333333,-2.40150814815
1.25,-0.0494455617583,-0.0870457777778,-2.23932419753
1.3,-0.0568543617583,-0.193756888889,-1.78487037037
1.35,-0.0697511617583,-0.274095111111,-1.09616024691
1.4,-0.0859407617583,-0.312053777778,-0.204699012346
1.45,-0.102953561758,-0.299705777778,0.788391851852
1.5,-0.118319961758,-0.230191111111,1.68840691358
1.55,-0.127923961758,-0.115705333333,2.24093333333
1.6,-0.130393561758,0.0134151111111,2.3471362963
1.65,-0.126003161758,0.132626666667,2.09644987654
1.7,-0.116399161758,0.232172888889,1.57466641975
1.75,-0.101855961758,0.303059555556,0.750450123457
1.8,-0.0837455617583,0.318304,-0.299468641975
1.85,-0.0672815617583,0.270131555556,-1.28519135802
1.9,-0.0549335617583,0.176530666667,-1.97551061728
1.95,-0.0486223617583,0.0568617777778,-2.28912271605
2,-0.0491711617583,-0.0666182222222,-2.24067925926
2.05,-0.0557567617583,-0.178664888889,-1.8806562963
2.1,-0.0678303617583,-0.267387555556,-1.2083762963
2.15,-0.0842943617583,-0.311596444444,-0.273383703704
2.2,-0.101581561758,-0.296352,0.706071851852
2.25,-0.115850361758,-0.232630222222,1.5150437037
2.3,-0.126003161758,-0.136132888889,2.0955182716
2.35,-0.130667961758,-0.0121955555556,2.37593135802
2.4,-0.127649561758,0.119516444444,2.22340222222
2.45,-0.117771161758,0.228819111111,1.63649111111
2.5,-0.102953561758,0.295132444444,0.760951851852
2.55,-0.0859407617583,0.306565777778,-0.181578271605
2.6,-0.0705743617583,0.272723111111,-1.04280469136
2.65,-0.0571287617583,0.198177777778,-1.77902666667
2.7,-0.0491711617583,0.0862835555556,-2.27353950617
2.75,-0.0475247617583,-0.0461906666667,-2.36026345679
2.8,-0.0541103617583,-0.170890222222,-1.96771901235
2.85,-0.0664583617583,-0.255649333333,-1.25554938272
2.9,-0.0812759617583,-0.299705777778,-0.418121234568
2.95,-0.0980143617583,-0.300620444444,0.494851604938
3,-0.113380761758,-0.251076,1.39351160494
3.05,-0.125179961758,-0.153511555556,2.0864562963
3.1,-0.130119161758,-0.0242386666667,2.35984
3.15,-0.127375161758,0.102290222222,2.17047012346
3.2,-0.118868761758,0.205647555556,1.65021111111
3.25,-0.105423161758,0.274704888889,0.920849135802
3.3,-0.0897823617583,0.302144888889,0.0669908641975
3.35,-0.0735927617583,0.285985777778,-0.870457777778
